表面,裏面,Word,Audio,Image
fluctuation<br>[sound:ukfluct002.mp3],"高下，変動.<br><img src=""fluctuation.jpg""><br><i>to change, especially continuously and between one level or thing and another</i><br>fluctuations in share prices/the exchange rate/temperature",fluctuation,ukfluct002.mp3,fluctuation.jpg
focus<br>[sound:ukfob__004.mp3],"（関心、活動の）中心<br><img src=""focus.jpg""><br><i>the person or thing that is getting most attention in a situation or activity</i><br>He is the focus of a police investigation.",focus,ukfob__004.mp3,focus.jpg
focused<br>[sound:ukfob__005.mp3],"集中した　先進的な<br><img src=""focused.jpg""><br><i>giving a lot of attention to one particular thing:</i><br>the need for more focused research",focused,ukfob__005.mp3,focused.jpg
fold<br>[sound:ukfob__020.mp3],"～を折りたたむ<br><img src=""fold.jpg""><br><i>to bend something so that one part of it lies flat on top of another part, or to bend in this way</i><br>Can you help me fold the sheets?",fold,ukfob__020.mp3,fold.jpg
folder<br>[sound:ukfob__022.mp3],"（コンピュータ）フォルダー<br><img src=""folder.jpg""><br><i>a place on a computer where particular files(= documents, pictures) are kept</i><br>Please remember to check and clear out your spam folder from regularly.",folder,ukfob__022.mp3,folder.jpg
force<br>[sound:ukforbe011.mp3],"力, 強さ<br><img src=""force.jpg""><br><i>physical power or strength</i><br>The army has gained power by force.",force,ukforbe011.mp3,force.jpg
forecast<br>[sound:ukforbe024.mp3],"予報, 予想<br><img src=""forecast.jpg""><br><i>something that says what will happen in the future</i><br>the weather forecast",forecast,ukforbe024.mp3,forecast.jpg
foreign<br>[sound:ukforef013.mp3],"外国の<br><img src=""foreign.jpg""><br><i>from a country that is not yours</i><br>a foreign language/student",foreign,ukforef013.mp3,foreign.jpg
forget<br>[sound:ukfores023.mp3],"～を持って来るのを忘れる<br><img src=""forget.jpg""><br><i>to not bring something with you because you did not remember it</i><br>I've forgotten my umbrella.",forget,ukfores023.mp3,forget.jpg
forgetful<br>[sound:ukfores024.mp3],"忘れっぽい<br><img src=""forgetful.jpg""><br><i>often forgetting things</i><br>She’s 84 now and a bit forgetful.",forgetful,ukfores024.mp3,forgetful.jpg
form<br>[sound:ukforgi016.mp3],"（申込み）用紙、フォーム<br><img src=""form.jpg""><br><i>a printed document with spaces for you to write information</i><br>Please fill in the form using black ink.",form,ukforgi016.mp3,form.jpg
forward<br>[sound:ukfortn012.mp3],"前方に<br><img src=""forward.jpg""><br><i>towards the direction that is in front of you</i><br>She leaned forward to make sure I could hear her.",forward,ukfortn012.mp3,forward.jpg
found<br>[sound:ukfortn023.mp3],"創設する，創建する.<br><img src=""found.jpg""><br><i>to bring something into existence:</i><br>She left a large sum of money in her will to found a wildlife sanctuary",found,ukfortn023.mp3,found.jpg
frank<br>[sound:ukfragm012.mp3],"率直な<br><img src=""frank.jpg""><br><i>honest and saying what you really think</i><br>We had a frank discussion.",frank,ukfragm012.mp3,frank.jpg
frankly<br>[sound:ukfragm023.mp3],"率直に（言うと）<br><img src=""frankly.jpg""><br><i>in an honest way</i><br>Quite frankly, I think you're making a big mistake.",frankly,ukfragm023.mp3,frankly.jpg
fuel<br>[sound:ukfucke008.mp3],"燃料<br><img src=""fuel.jpg""><br><i>a substance that is burned to give heat or power</i><br>Coal is a fuel that supplies a lot of our country’s energy needs.",fuel,ukfucke008.mp3,fuel.jpg
fulfil<br>[sound:ukfucke016.mp3],"（約束、義務）を果たす, （予言、希望）を実現する<br><img src=""fulfil.jpg""><br><i>to do something that you have promised or planned to do</i><br>I finally fulfilled my ambition.",fulfil,ukfucke016.mp3,fulfil.jpg
function<br>[sound:ukfumes006.mp3],"機能<br><img src=""function.jpg""><br><i>the purpose of something or someone</i><br>Each button has a different function.",function,ukfumes006.mp3,function.jpg
functional<br>[sound:ukfumes007.mp3],"【医学】機能の (⇔organic).<br><img src=""functional.jpg""><br><i>designed to be practical and useful rather than attractive:</i><br>functional clothing",functional,ukfumes007.mp3,functional.jpg
fundraising<br>[sound:ukcld00549.mp3],"募金.<br><img src=""fundraising.jpg""><br><i>the act of collecting or producing money for a particular purpose, especially for a charity:</i><br>The dinner is a fundraising event for the museum.",fundraising,ukcld00549.mp3,fundraising.jpg
furniture<br>[sound:ukfunk_016.mp3],"家具<br><img src=""furniture.jpg""><br><i>things such as chairs, tables, and beds that you put into a room or building</i><br>They have a lot of antique furniture.",furniture,ukfunk_016.mp3,furniture.jpg
further<br>[sound:ukfunk_024.mp3],"“far” の比較級<br><img src=""further.jpg""><br><i>comparative offer: at or to a place or time that is a longer distance away</i><br>The library is a little further down the road.",further,ukfunk_024.mp3,further.jpg
gesture<br>[sound:ukgerma020.mp3],"身ぶり手ぶり, ジェスチャー<br><img src=""gesture.jpg""><br><i>a movement you make with your hand, arm, or head to show what you are thinking or feeling</i><br>He made a rude gesture at the crowd.",gesture,ukgerma020.mp3,gesture.jpg
goal<br>[sound:ukglutt028.mp3],"（シュート・ゴールによる）得点<br><img src=""goal.jpg""><br><i>a point scored in sports such as football by sending a ball into a particular area, such as between two posts</i><br>He scored two goals in the second half.",goal,ukglutt028.mp3,goal.jpg
goods<br>[sound:ukgonad017.mp3],"商品, 品物<br><img src=""goods.jpg""><br><i>items that are made to be sold</i><br>We sell pies, cakes, and other baked goods.",goods,ukgonad017.mp3,goods.jpg
gradually<br>[sound:ukgraci010.mp3],"徐々に, だんだん<br><img src=""gradually.jpg""><br><i>slowly over a period of time</i><br>Gradually he got better.",gradually,ukgraci010.mp3,gradually.jpg
grievance<br>[sound:ukgrena012.mp3],"不平(の原因), 不満(の種).<br><img src=""paste-1db1b46f946e74b038f57de45b744f4c5ca5c027.jpg""><br><i>a complaint or a strong feeling that you have been treated unfairly:</i><br>A special committee has been appointed to handle prisoners grievances.",grievance,ukgrena012.mp3,paste-1db1b46f946e74b038f57de45b744f4c5ca5c027.jpg
grill<br>[sound:ukgrena017.mp3],"グリル<br><img src=""grill.jpg""><br><i>a piece of equipment that cooks food using direct heat</i><br>Dad was grilling chicken in the back yard.",grill,ukgrena017.mp3,grill.jpg
growth<br>[sound:ukgroun017.mp3],"成長, 発展<br><img src=""growth.jpg""><br><i>the process of getting bigger or developing</i><br>population growth",growth,ukgroun017.mp3,growth.jpg
guarantee<br>[sound:ukgrumb019.mp3],"（～であると）保証する, 請け合う<br><img src=""paste-d3ca8487d46cadcbc9f070685ddbfe9cc2fbcc6c.png""><br><i>to promise that something is TRUE or will happen</i><br>We can't guarantee that it will arrive in time.",guarantee,ukgrumb019.mp3,paste-d3ca8487d46cadcbc9f070685ddbfe9cc2fbcc6c.png
guideline<br>[sound:ukcld00609.mp3],"[しばしば複数形で] (政策などの)指針，指標，ガイドライン.<br><img src=""paste-67e57654b2353feb6123b4e9aa0e56f8c08ed505.jpg""><br><i>information intended to advise people on how something should be done or what something should be:</i><br>The EU has issued guidelines on appropriate levels of pay for part-time manual workers.",guideline,ukcld00609.mp3,paste-67e57654b2353feb6123b4e9aa0e56f8c08ed505.jpg
haggle<br>[sound:ukhaema010.mp3],"（値段の）交渉をする, 議論する<br><img src=""haggle.jpg""><br><i>to argue, especially about the price of something</i><br>I spent 20 minutes haggling over the price of the car.",haggle,ukhaema010.mp3,haggle.jpg
handle<br>[sound:ukhandb022.mp3],"（問題）に対処する, （問題）を処理する<br><img src=""EUCOM Image.jpg""><br><i>to deal with or be in charge of something</i><br>He handled the situation very well.",handle,ukhandb022.mp3,EUCOM Image.jpg
handy<br>[sound:ukhando011.mp3],"便利な, 使いやすい<br><img src=""handy.jpg""><br><i>useful or easy to use</i><br>a handy container/tool",handy,ukhando011.mp3,handy.jpg
harbour<br>[sound:ukhapha017.mp3],"（英）港, 港湾<br><img src=""harbour.jpg""><br><i>an area of water near the coast where ships are kept</i><br>Our hotel room overlooked a pretty little fishing harbour.",harbour,ukhapha017.mp3,harbour.jpg
harmful<br>[sound:ukhardw016.mp3],"害のある, 有害な<br><img src=""harmful.jpg""><br><i>causing damage or injury</i><br>Smoking is harmful to your health.",harmful,ukhardw016.mp3,harmful.jpg
hazardous<br>[sound:ukhave_021.mp3],"危険な<br><img src=""hazardous.jpg""><br><i>dangerous</i><br>hazardous chemicals",hazardous,ukhave_021.mp3,hazardous.jpg
head office<br>[sound:uka33234.mp3],"本社<br><img src=""head-office.jpg""><br><i>the most important office of an organization or company, or the people working there:</i><br>Paul was transferred to our head office in London.",head office,uka33234.mp3,head-office.jpg
headquarters<br>[sound:ukhead_026.mp3],"本社, 本部<br><img src=""headquarters.jpg""><br><i>the place from where an organization is controlled</i><br>police headquarters",headquarters,ukhead_026.mp3,headquarters.jpg
hesitate<br>[sound:ukherse006.mp3],"ためらう, ちゅうちょする<br><img src=""hesitate.jpg""><br><i>to stop before you do something, especially because you are nervous or not sure</i><br>Richard hesitated before answering.",hesitate,ukherse006.mp3,hesitate.jpg
hesitation<br>[sound:ukherse007.mp3],"ためらい, ちゅうちょ<br><img src=""hesitation.jpg""><br><i>a pause before you do something, especially because you are not sure</i><br>After a moment’s hesitation, he unlocked the door.",hesitation,ukherse007.mp3,hesitation.jpg
hide<br>[sound:ukhhok_014.mp3],"（物）を隠す<br><img src=""hide.jpg""><br><i>to put something in a place where no one can see it</i><br>I hid the money in a drawer.",hide,ukhhok_014.mp3,hide.jpg
highlight<br>[sound:ukhighb008.mp3],"見所, （イベントなどの）目玉<br><img src=""highlight.jpg""><br><i>the best or most important part of something</i><br>The boat trip was one of the highlights of the holiday.",highlight,ukhighb008.mp3,highlight.jpg
highly<br>[sound:ukhighb010.mp3],"とても, 非常に<br><img src=""highly.jpg""><br><i>very</i><br>a highly intelligent child",highly,ukhighb010.mp3,highly.jpg
hike<br>[sound:ukhighb018.mp3],"ハイキングをする<br><img src=""hike.jpg""><br><i>to walk a long distance, especially in the country</i><br>We're going hiking this weekend.",hike,ukhighb018.mp3,hike.jpg
hire<br>[sound:ukhire_001.mp3],"（お金を払って短期間）～を借りる<br><img src=""hire.jpg""><br><i>to pay money in order to use something for a short time</i><br>They hired a car for a few weeks.",hire,ukhire_001.mp3,hire.jpg
hold<br>[sound:ukhobno026.mp3],"～を手に持つ, ～を抱きかかえる<br><img src=""paste-c2b91348c1b9b27a98d61f5a0a109a76115f6d24.jpg""><br><i>to have something in your hand or arms</i><br>He was holding a glass of wine.",hold,ukhobno026.mp3,paste-c2b91348c1b9b27a98d61f5a0a109a76115f6d24.jpg
home page<br>[sound:ukcld00679.mp3],"ホームページ（ウェブサイトの一番最初のページ）<br><img src=""home-page.jpg""><br><i>the first page that you see when you look at a website on the internet</i><br>To make this your homepage, click here.",home page,ukcld00679.mp3,home-page.jpg
host<br>[sound:ukhorsi017.mp3],"（男性の）パーティー主催者, 主人<br><img src=""host.jpg""><br><i>someone who is having a party</i><br>We thanked our hosts for a very enjoyable evening.",host,ukhorsi017.mp3,host.jpg
identification<br>[sound:ukicono021.mp3],"身分証明書<br><img src=""identification.jpg""><br><i>an official document that shows or proves who you are</i><br>Do you have any identification on you?",identification,ukicono021.mp3,identification.jpg
identify<br>[sound:ukicono022.mp3],"～が誰（何）であるか分かる<br><img src=""identify.jpg""><br><i>to say what the name of someone or something is</i><br>The victim has not yet been identified.",identify,ukicono022.mp3,identify.jpg
imaginative<br>[sound:ukillus013.mp3],"想像の[に関する]; 想像的な.<br><img src=""imaginative.jpg""><br><i>new, original, and clever:</i><br>an imaginative new approach/policy",imaginative,ukillus013.mp3,imaginative.jpg
immediate<br>[sound:ukimmac009.mp3],"即時の<br><img src=""immediate.jpg""><br><i>happening now or very soon after something else</i><br>The drugs had an immediate effect.",immediate,ukimmac009.mp3,immediate.jpg
immediately<br>[sound:ukimmac010.mp3],"すぐに<br><img src=""immediately.jpg""><br><i>now, without waiting</i><br>She asked him to come home immediately.",immediately,ukimmac010.mp3,immediately.jpg
impact<br>[sound:ukimmod023.mp3],"衝撃<br><img src=""impact.jpg""><br><i>the effect that a person, event, or situation has on someone or something</i><br>She has had a major impact on today’s pop music.",impact,ukimmod023.mp3,impact.jpg
impatient<br>[sound:ukimpar012.mp3],"いらいらした, 気が短い<br><img src=""impatient.jpg""><br><i>If you are impatient, you get angry with people who make mistakes, or you hate waiting for things</i><br>I get very impatient with the children when they won’t do their homework.",impatient,ukimpar012.mp3,impatient.jpg
implement<br>[sound:ukimpet019.mp3],"【可算名詞】道具，用具，器具 《★【類語】 ⇒instrument》.<br><img src=""implement.jpg""><br><i>to start using a plan or system:</i><br>The changes to the national health system will be implemented next year.",implement,ukimpet019.mp3,implement.jpg
imply<br>[sound:ukimplo002.mp3],"～をほのめかす<br><img src=""imply.jpg""><br><i>to suggest or show something, without saying it directly</i><br>She implied that she wasn't happy at work.",imply,ukimplo002.mp3,imply.jpg
impression<br>[sound:ukimpra011.mp3],"感じ<br><img src=""impression.jpg""><br><i>an idea, feeling, or opinion about something or someone</i><br>What was your impression of Carla’s husband?",impression,ukimpra011.mp3,impression.jpg
improper<br>[sound:ukimpra027.mp3],"不適切な<br><img src=""paste-750c3829a2906e074fbe7f7786baac6d85cb74ff.jpg""><br><i>not correct, suitable, honest, or acceptable</i><br>improper conduct",improper,ukimpra027.mp3,paste-750c3829a2906e074fbe7f7786baac6d85cb74ff.jpg
improve<br>[sound:ukimpra030.mp3],"～がよくなる, ～を改良する<br><img src=""improve.jpg""><br><i>to get better or to make something better</i><br>Scott’s behaviour has improved a lot lately.",improve,ukimpra030.mp3,improve.jpg
improvement<br>[sound:ukimpro001.mp3],"改善, 向上<br><img src=""improvement.jpg""><br><i>the process or result of something getting better</i><br>There’s been a big improvement in her work this term.",improvement,ukimpro001.mp3,improvement.jpg
incentive<br>[sound:ukincen002.mp3],"（行動を促す）刺激、要因<br><img src=""incentive.jpg""><br><i>something that encourages you to act in a particular way</i><br>People had little incentive to save.",incentive,ukincen002.mp3,incentive.jpg
inclined<br>[sound:ukincle004.mp3],"～する傾向にある<br><img src=""inclined.jpg""><br><i>often behaving in a particular way</i><br>Tom is inclined to be forgetful.",inclined,ukincle004.mp3,inclined.jpg
include<br>[sound:ukincle005.mp3],"～を含む<br><img src=""include.jpg""><br><i>to have something or someone as part of something larger</i><br>The price includes flights and three nights’ accommodation.",include,ukincle005.mp3,include.jpg
inclusion<br>[sound:ukincle008.mp3],"【不可算名詞】包含，包括; 算入 〔in〕.<br><img src=""inclusion.jpg""><br><i>to contain something as a part of something else, or to make something part of something else</i><br>She is being considered for inclusion in the England team.",inclusion,ukincle008.mp3,inclusion.jpg
income<br>[sound:ukincle014.mp3],"収入（定期的）<br><img src=""income.jpg""><br><i>the money that you regularly get, for example from your job</i><br>Many families are on low incomes.",income,ukincle014.mp3,income.jpg
inconvenience<br>[sound:ukincon028.mp3],"不便<br><img src=""inconvenience.jpg""><br><i>trouble or problems, or a person or thing that causes trouble or problems</i><br>We apologize for any inconvenience caused.",inconvenience,ukincon028.mp3,inconvenience.jpg
increase<br>[sound:ukincor012.mp3],"～が増える, ～を増やす<br><img src=""increase.jpg""><br><i>to get bigger or to make something bigger</i><br>Smoking increases the risk of serious illnesses.",increase,ukincor012.mp3,increase.jpg
indicate<br>[sound:ukindel022.mp3],"指し示す<br><img src=""paste-9a08c2ad6ec04d3e60a52b7b02464b7feaf81d56.jpg""><br><i>to show that something exists or is TRUE</i><br>Recent evidence indicates that the skeleton is about three million years old.",indicate,ukindel022.mp3,paste-9a08c2ad6ec04d3e60a52b7b02464b7feaf81d56.jpg
indication<br>[sound:ukindel023.mp3],"兆候<br><img src=""indication.jpg""><br><i>a sign showing that something exists or is TRUE</i><br>She gave no indication that she was unhappy.",indication,ukindel023.mp3,indication.jpg
individual<br>[sound:ukindis007.mp3],"個別の<br><img src=""individual.jpg""><br><i>considered separately from other things in a group</i><br>Read out the individual letters of each word.",individual,ukindis007.mp3,individual.jpg
individually<br>[sound:ukindis014.mp3],"それぞれに<br><img src=""individually.jpg""><br><i>separately and not as a group</i><br>Ask the students to work individually.",individually,ukindis014.mp3,individually.jpg
inexperienced<br>[sound:ukinexp001.mp3],"未熟な, 経験不足な<br><img src=""inexperienced.jpg""><br><i>not having done something often</i><br>Kennedy was young and inexperienced.",inexperienced,ukinexp001.mp3,inexperienced.jpg
infer<br>[sound:ukinfec005.mp3],"～を推察する<br><img src=""infer.jpg""><br><i>to guess that something is TRUE because of the information that you have</i><br>I inferred from the number of cups that he was expecting visitors.",infer,ukinfec005.mp3,infer.jpg
inflate<br>[sound:ukinfir009.mp3],"～を膨らます, ～が膨らむ<br><img src=""inflate.jpg""><br><i>to fill something with air or gas</i><br>Inflate the tyres.",inflate,ukinfir009.mp3,inflate.jpg
inflation<br>[sound:ukinfir010.mp3],"インフレ<br><img src=""inflation.jpg""><br><i>the rate at which prices increase, or an increase in prices</i><br>rising inflation",inflation,ukinfir010.mp3,inflation.jpg
influence<br>[sound:ukinfir019.mp3],"影響（力）<br><img src=""influence.jpg""><br><i>the power to change people or things</i><br>The drug companies have a lot of influence on doctors.",influence,ukinfir019.mp3,influence.jpg
influential<br>[sound:ukinfir020.mp3],"影響力のある<br><img src=""influential.jpg""><br><i>having the power to change people or things</i><br>an influential figure in jazz",influential,ukinfir020.mp3,influential.jpg
information<br>[sound:ukinfir030.mp3],"情報<br><img src=""information.jpg""><br><i>facts about a situation, person, event, etc.</i><br>Do you have any information about local schools?",information,ukinfir030.mp3,information.jpg
input<br>[sound:ukinorg002.mp3],"（意見、お金、アドバイスなどの）提供<br><img src=""input.jpg""><br><i>ideas, money, effort, etc. that you put into a process or activity in order to help it succeed</i><br>We welcome input from all of you.",input,ukinorg002.mp3,input.jpg
inquiry<br>[sound:ukenliv017.mp3],"問い合わせ<br><img src=""inquiry.jpg""><br><i>a question that you ask to get information</i><br>The company has received a lot of inquiries about its new service.",inquiry,ukenliv017.mp3,inquiry.jpg
install<br>[sound:ukinspe009.mp3],"～を備え付ける<br><img src=""install.jpg""><br><i>to put a piece of equipment somewhere and make it ready to use</i><br>The school has installed a burglar alarm.",install,ukinspe009.mp3,install.jpg
installation<br>[sound:ukinspe010.mp3],"取り付け<br><img src=""installation.jpg""><br><i>an occasion when equipment or furniture is put into position or made ready to use</i><br>Do you have to pay extra for installation?",installation,ukinspe010.mp3,installation.jpg
insurance<br>[sound:ukinsur001.mp3],"保険<br><img src=""insurance.jpg""><br><i>an agreement in which you pay a company money and the company gives you money in the future if you have an accident, are hurt, etc.</i><br>We need car insurance.",insurance,ukinsur001.mp3,insurance.jpg
insure<br>[sound:ukensla006.mp3],"保険をかける<br><img src=""insure.jpg""><br><i>to buy insurance from a company</i><br>I need to get my car insured.",insure,ukensla006.mp3,insure.jpg
intend<br>[sound:ukintem004.mp3],"～するつもりだ<br><img src=""intend.jpg""><br><i>to want and plan to do something</i><br>How long do you intend to stay in Paris?",intend,ukintem004.mp3,intend.jpg
intention<br>[sound:ukintem014.mp3],"意図, 目的<br><img src=""intention.jpg""><br><i>something that you want and plan to do</i><br>I have no intention of seeing him again.",intention,ukintem014.mp3,intention.jpg
intently<br>[sound:ukintem017.mp3],"張り詰めた、熱心な<br><img src=""paste-a784dc44e0b2d0a7e8a8be858871b2e837f6947e.jpg""><br><i>giving all your attention to something</i><br>The child stared intently at her.",intently,ukintem017.mp3,paste-a784dc44e0b2d0a7e8a8be858871b2e837f6947e.jpg
intern<br>[sound:ukinter125.mp3],"〈捕虜・危険人物などを〉拘禁する，抑留する.<br><img src=""paste-ec1edd004b26c46c1da428d424bebda463a11ceb.jpg""><br><i>to put someone in prison for political or military reasons, especially during a war:</i><br>Many foreigners were interned for the duration of the war.",intern,ukinter125.mp3,paste-ec1edd004b26c46c1da428d424bebda463a11ceb.jpg
internal<br>[sound:ukinter126.mp3],"内部の, 体内の<br><img src=""internal.jpg""><br><i>inside a place, or inside your body</i><br>internal injuries",internal,ukinter126.mp3,internal.jpg
international<br>[sound:ukinter130.mp3],"国際的な<br><img src=""international.jpg""><br><i>relating to or involving two or more countries</i><br>an international team of scientists",international,ukinter130.mp3,international.jpg
internship<br>[sound:ukinter211.mp3],"インターンの地位[身分], 病院実習(期間) (cf.residency).<br><img src=""internship.jpg""><br><i>a period of training spent in a hospital by a young doctor in order to finish their medical qualification:</i><br>He served his internship at Garfield Hospital.",internship,ukinter211.mp3,internship.jpg
interrupt<br>[sound:ukinter307.mp3],"（話を）さえぎる, じゃまをする<br><img src=""paste-d2b673ddfd621b81691dbedc8213b57b44e65148.png""><br><i>to stop someone while they are talking or doing something, by saying or doing something yourself</i><br>Sorry to interrupt, but what time is it?",interrupt,ukinter307.mp3,paste-d2b673ddfd621b81691dbedc8213b57b44e65148.png
interview<br>[sound:ukinter324.mp3],"面接<br><img src=""interview.jpg""><br><i>a meeting in which someone asks you questions to see whether you are right for a job or course</i><br>I had an interview last week for a job in London.",interview,ukinter324.mp3,interview.jpg
invaluable<br>[sound:ukintru024.mp3],"非常に貴重な<br><img src=""invaluable.jpg""><br><i>extremely useful</i><br>Her contacts in government proved invaluable to the company.",invaluable,ukintru024.mp3,invaluable.jpg
invent<br>[sound:ukinvei003.mp3],"～を発明する<br><img src=""invent.jpg""><br><i>to design or make something new</i><br>Who invented the television?",invent,ukinvei003.mp3,invent.jpg
invention<br>[sound:ukinvei004.mp3],"発明品<br><img src=""invention.jpg""><br><i>something that has been designed or made for the first time</i><br>A lot of great inventions have come from America.",invention,ukinvei004.mp3,invention.jpg
inventory<br>[sound:ukinvei009.mp3],"在庫、棚卸し<br><img src=""inventory.jpg""><br><i>a list of all the things that are in a place</i><br>A set of 24 gilded chairs appear on the inventory of the house for 1736.",inventory,ukinvei009.mp3,inventory.jpg
invest<br>[sound:ukinvei015.mp3],"～を投資する<br><img src=""invest.jpg""><br><i>to give money to a bank or business, or to buy something, because you hope to make a profit</i><br>He’s invested a million pounds in the project.",invest,ukinvei015.mp3,invest.jpg
investigate<br>[sound:ukinvei016.mp3],"調査する, 取り調べる<br><img src=""investigate.jpg""><br><i>to try to get all the facts about something, especially a crime or accident</i><br>Police are investigating the murder.",investigate,ukinvei016.mp3,investigate.jpg
investigation<br>[sound:ukinvei017.mp3],"捜査;&nbsp; &nbsp;研究 〔into〕.<br><img src=""paste-9de9e566063b75016785c66565a6537156b9fe51.jpg""><br><i>the act or process of examining a crime, problem, statement, etc. carefully, especially to discover the truth:</i><br>An investigation has been under way for several days into the disappearance of a 13-year-old boy.",investigation,ukinvei017.mp3,paste-9de9e566063b75016785c66565a6537156b9fe51.jpg
investment<br>[sound:ukinvei022.mp3],"（金銭の）投資<br><img src=""investment.jpg""><br><i>the money that you put in a bank, business, etc. in order to make a profit, or the act of doing this</i><br>This bank account requires a minimum investment of $1,000.",investment,ukinvei022.mp3,investment.jpg
invite<br>[sound:ukinvig013.mp3],"～を招く<br><img src=""invite.jpg""><br><i>to ask someone to come to your house, to a party, etc.</i><br>They've invited us to the wedding.",invite,ukinvig013.mp3,invite.jpg
invoice<br>[sound:ukinvig018.mp3],"請求書<br><img src=""invoice.jpg""><br><i>a list that shows you how much you have to pay for work someone has done or for things someone has given you</i><br>Invoices must be submitted by the 24th of every month.",invoice,ukinvig018.mp3,invoice.jpg
isolate<br>[sound:ukisola001.mp3],"〈…を〉孤立させる，隔離する，分離する.<br><img src=""isolate.jpg""><br><i>to separate something from other things with which it is connected or mixed:</i><br>A high wall isolated the house from the rest of the village.",isolate,ukisola001.mp3,isolate.jpg
issue<br>[sound:ukisola016.mp3],"問題（点）<br><img src=""paste-444d915f6d3111711e288ddc3afd8aa67393c212.jpg""><br><i>an important subject or problem that people are talking about</i><br>environmental issues",issue,ukisola016.mp3,paste-444d915f6d3111711e288ddc3afd8aa67393c212.jpg
item<br>[sound:ukisola028.mp3],"項目, 品目<br><img src=""paste-ad3d540995bcdbc6f1bcb2261c01e6758abb69c1.png""><br><i>a single thing in a set or on a list</i><br>This is the last item on the list.",item,ukisola028.mp3,paste-ad3d540995bcdbc6f1bcb2261c01e6758abb69c1.png
itemize<br>[sound:ukisola029.mp3],"〈…を〉個条書きにする，項目別にする<br><img src=""itemize.jpg""><br><i>to list things separately, often including details about each thing:</i><br>We asked for an itemized bill, listing all our phone calls and how long they were.",itemize,ukisola029.mp3,itemize.jpg
itinerary<br>[sound:ukitine001.mp3],"旅行日程(表), 旅行計画.<br><img src=""paste-e4e83367749f724dc3a53168f35caf9c83383a7c.png""><br><i>a detailed plan or route of a journey:</i><br>The tour operator will arrange transport and plan your itinerary.",itinerary,ukitine001.mp3,paste-e4e83367749f724dc3a53168f35caf9c83383a7c.png
jealous<br>[sound:ukjaund021.mp3],"やきもち焼きの<br><img src=""jealous.jpg""><br><i>upset and angry because someone you love seems to like another person</i><br>a jealous husband",jealous,ukjaund021.mp3,jealous.jpg
jeopardize<br>[sound:ukjehov010.mp3],"～を危険にさらす<br><img src=""jeopardize.jpg""><br><i>to put something in a situation where there is a risk of failing or being harmed</i><br>Bad weather could jeopardize all our plans.",jeopardize,ukjehov010.mp3,jeopardize.jpg
jeopardy<br>[sound:ukjehov011.mp3],"危険&nbsp;《★【比較】/dangerよりも形式ばった語》.<br><img src=""paste-37d576b80166816338d3620cd160a9f4070e1efa.png""><br><i>in danger of being damaged or destroyed:</i><br>Jeopardy! is an American television game show created by Merv Griffin. &nbsp;&nbsp;",jeopardy,ukjehov011.mp3,paste-37d576b80166816338d3620cd160a9f4070e1efa.png
jobless<br>[sound:ukjimda018.mp3],"仕事のない，失業(中)の.<br><img src=""jobless.jpg""><br><i>unemployed:</i><br>He's been jobless for the past six months.",jobless,ukjimda018.mp3,jobless.jpg
join<br>[sound:ukjocul017.mp3],"（団体）に参加する、加入する<br><img src=""paste-471c38f57883301b9d9e62c2cc06fba0f60c928a.png""><br><i>to become a member of an organization</i><br>He joined the army when he was 18.",join,ukjocul017.mp3,paste-471c38f57883301b9d9e62c2cc06fba0f60c928a.png
joint<br>[sound:ukjocul020.mp3],"合同の, 共同の<br><img src=""paste-0e4a883383d196451cb45def1745e6e99e07e81b.jpg""><br><i>belonging to or done by two or more people</i><br>The project was a joint effort by all the children in the class.",joint,ukjocul020.mp3,paste-0e4a883383d196451cb45def1745e6e99e07e81b.jpg
journal<br>[sound:ukjolli016.mp3],"（専門的な）定期刊行物<br><img src=""journal.jpg""><br><i>a magazine containing articles about a particular subject</i><br>a medical journal",journal,ukjolli016.mp3,journal.jpg
journey<br>[sound:ukjolli021.mp3],"旅<br><img src=""paste-eb04be6f813ed229d04a0a3bf52b130cc352406c.png""><br><i>a trip from one place to another</i><br>a train journey",journey,ukjolli021.mp3,paste-eb04be6f813ed229d04a0a3bf52b130cc352406c.png
judge<br>[sound:ukjoyfu026.mp3],"裁判官<br><img src=""judge.jpg""><br><i>someone who controls a court and decides how criminals should be punished</i><br>The judge ruled that he was not guilty of murder.",judge,ukjoyfu026.mp3,judge.jpg
justice<br>[sound:ukjun__020.mp3],"正義<br><img src=""justice.jpg""><br><i>treatment of people that is fair</i><br>She worked hard for justice for all.",justice,ukjun__020.mp3,justice.jpg
justification<br>[sound:ukjun__023.mp3],"(行為の)正当化，(正当であるとする)弁明<br><img src=""justification.jpg""><br><i>a good reason or explanation for something:</i><br>There is no justification for treating people so badly.",justification,ukjun__023.mp3,justification.jpg
justify<br>[sound:ukjun__025.mp3],"～を正当化する<br><img src=""paste-f6f218b71127d72ef5e6fc844c09418d6c866580.jpg""><br><i>to give or to be a good reason for</i><br>I can't justify taking another day off work.",justify,ukjun__025.mp3,paste-f6f218b71127d72ef5e6fc844c09418d6c866580.jpg
keen<br>[sound:ukkazak010.mp3],"熱心な<br><img src=""keen.jpg""><br><i>liking something very much</i><br>a keen photographer",keen,ukkazak010.mp3,keen.jpg
keep<br>[sound:ukkazak013.mp3],"～を自分のものにする<br><img src=""keep.jpg""><br><i>to have something always, as your own</i><br>You can keep that dress if you like it.",keep,ukkazak013.mp3,keep.jpg
